OrderID,Category,SubCategory,Region,CustomerSegment,Quantity,UnitPrice,DiscountPercent,TotalRevenue,ShippingCost,Profit,DeliveryDays,Returned
ORD-5513,Fashion,Apparel,Asia Pacific,Small Business,5,126.33,0.05,600.07,8.44,74.79,7,No
ORD-5514,Furniture,Sofas,Europe,Corporate,6,486.52,0.0,2919.12,9.05,458.62,7,No
ORD-5515,Electronics,Laptops,Europe,Corporate,8,196.27,0.0,1570.16,39.21,340.85,7,No
ORD-5516,Fashion,Bags,North America,Corporate,4,91.37,0.2,292.38,8.29,37.02,5,Yes
ORD-5517,Fashion,Apparel,North America,Consumer,10,249.81,0.15,2123.38,43.36,83.09,4,No
ORD-5518,Office Supplies,Pens,Asia Pacific,Consumer,6,77.25,0.0,463.5,12.56,102.16,1,No
ORD-5519,Furniture,Chairs,Asia Pacific,Consumer,8,286.64,0.15,1949.15,10.37,369.01,2,No
ORD-5520,Office Supplies,Storage,Latin America,Consumer,9,61.62,0.05,526.85,28.68,122.58,1,No
ORD-5521,Electronics,Accessories,Latin America,Corporate,5,637.85,0.3,2232.47,39.41,4.79,1,No
ORD-5522,Office Supplies,Pens,Asia Pacific,Corporate,6,13.39,0.3,56.24,14.49,-2.17,6,No
ORD-5523,Furniture,Sofas,North America,Corporate,5,539.66,0.0,2698.3,30.67,513.09,9,No
ORD-5524,Electronics,Smartphones,Latin America,Corporate,1,214.66,0.05,203.93,28.63,38.55,2,No
ORD-5525,Furniture,Sofas,Latin America,Small Business,6,579.37,0.05,3302.41,34.29,309.59,5,No
ORD-5526,Fashion,Apparel,Asia Pacific,Consumer,4,186.43,0.2,596.58,5.5,97.16,6,Yes
ORD-5527,Fashion,Apparel,Europe,Small Business,3,114.08,0.1,308.02,15.58,7.64,1,No
ORD-5528,Electronics,Laptops,Europe,Consumer,10,69.97,0.3,489.79,19.24,-24.99,1,No
ORD-5529,Electronics,Smartphones,Latin America,Small Business,10,761.42,0.1,6852.78,8.99,394.38,5,No
ORD-5530,Furniture,Chairs,North America,Small Business,8,445.88,0.1,3210.34,8.95,546.22,3,No
ORD-5531,Office Supplies,Pens,North America,Small Business,9,40.6,0.3,255.78,20.59,-31.5,7,Yes
ORD-5532,Furniture,Bookcases,North America,Corporate,5,488.46,0.05,2320.18,16.58,252.19,4,No
ORD-5533,Electronics,Smartphones,North America,Consumer,4,302.71,0.2,968.67,22.26,93.42,4,Yes
ORD-5534,Electronics,Laptops,Latin America,Corporate,3,88.24,0.05,251.48,36.16,-2.25,6,No
ORD-5535,Furniture,Sofas,Latin America,Small Business,3,97.84,0.1,264.17,12.86,63.22,1,Yes
ORD-5536,Fashion,Bags,Asia Pacific,Consumer,1,46.55,0.05,44.22,10.46,8.99,1,Yes
ORD-5537,Fashion,Footwear,Latin America,Consumer,4,194.34,0.0,777.36,31.17,85.75,2,No
ORD-5538,Fashion,Apparel,Latin America,Consumer,7,136.51,0.05,907.79,9.8,229.52,5,No
ORD-5539,Office Supplies,Pens,North America,Corporate,2,47.71,0.2,76.34,37.31,-1.15,8,No
ORD-5540,Office Supplies,Binders,Latin America,Consumer,3,66.88,0.1,180.58,16.73,31.66,3,No
ORD-5541,Furniture,Chairs,Latin America,Consumer,3,244.85,0.05,697.82,41.45,62.18,2,No
ORD-5542,Electronics,Headphones,Asia Pacific,Small Business,8,726.14,0.15,4937.75,40.33,287.41,1,No
ORD-5543,Furniture,Sofas,Asia Pacific,Corporate,2,181.31,0.05,344.49,23.81,11.59,8,No
ORD-5544,Office Supplies,Paper,Europe,Corporate,6,67.04,0.1,362.02,28.37,22.94,7,Yes
ORD-5545,Electronics,Smartphones,North America,Corporate,9,540.04,0.0,4860.36,11.83,948.21,7,No
ORD-5546,Office Supplies,Pens,Asia Pacific,Corporate,9,37.1,0.2,267.12,31.98,-25.01,8,Yes
ORD-5547,Electronics,Headphones,Asia Pacific,Corporate,5,60.33,0.3,211.15,14.23,7.32,9,No
ORD-5548,Electronics,Smartphones,Latin America,Corporate,10,767.88,0.05,7294.86,8.43,880.83,1,No
ORD-5549,Furniture,Sofas,Europe,Consumer,6,589.01,0.1,3180.65,26.61,427.21,5,No
ORD-5550,Electronics,Laptops,North America,Consumer,10,870.3,0.15,7397.55,17.74,559.24,3,No
ORD-5551,Electronics,Laptops,North America,Consumer,4,679.39,0.15,2309.93,32.45,357.73,1,No
ORD-5552,Office Supplies,Paper,Europe,Consumer,1,9.57,0.0,9.57,26.94,-9.04,5,No
ORD-5553,Fashion,Bags,Europe,Small Business,2,162.74,0.0,325.48,25.65,66.02,2,No
ORD-5554,Electronics,Accessories,North America,Consumer,10,861.25,0.0,8612.5,20.38,2431.78,3,No
ORD-5555,Furniture,Sofas,Europe,Corporate,10,423.56,0.2,3388.48,34.07,392.32,1,No
ORD-5556,Office Supplies,Storage,North America,Small Business,7,41.0,0.1,258.3,20.54,-5.38,1,No
ORD-5557,Office Supplies,Binders,Europe,Corporate,2,71.77,0.3,100.48,38.4,-5.58,2,No
ORD-5558,Electronics,Headphones,North America,Small Business,10,517.55,0.1,4657.95,32.77,401.57,3,No
ORD-5559,Office Supplies,Binders,North America,Consumer,5,65.37,0.3,228.79,5.48,-16.37,6,No
ORD-5560,Fashion,Apparel,Latin America,Corporate,7,237.28,0.2,1328.77,28.89,-16.19,5,No
ORD-5561,Furniture,Chairs,North America,Consumer,9,134.49,0.3,847.29,33.84,36.23,9,No
ORD-5562,Furniture,Tables,Europe,Small Business,8,382.09,0.1,2751.05,43.73,93.4,7,No
ORD-5563,Office Supplies,Paper,Latin America,Corporate,6,72.86,0.15,371.59,14.1,71.07,4,No
ORD-5564,Furniture,Tables,Asia Pacific,Corporate,1,64.55,0.0,64.55,11.38,2.26,9,No
ORD-5565,Office Supplies,Paper,North America,Small Business,7,75.37,0.3,369.31,12.07,-0.94,6,Yes
ORD-5566,Fashion,Apparel,North America,Consumer,8,160.36,0.05,1218.74,7.22,186.2,1,Yes
ORD-5567,Furniture,Tables,Europe,Corporate,2,76.0,0.3,106.4,40.16,-7.02,4,No
ORD-5568,Fashion,Apparel,Asia Pacific,Consumer,3,31.61,0.1,85.35,42.86,-0.66,1,No
ORD-5569,Fashion,Bags,Asia Pacific,Consumer,5,95.21,0.3,333.23,6.84,22.7,3,No
ORD-5570,Fashion,Footwear,Asia Pacific,Corporate,1,49.09,0.0,49.09,18.32,-3.31,8,No
ORD-5571,Furniture,Bookcases,Latin America,Consumer,5,186.83,0.2,747.32,43.44,-60.4,7,No
ORD-5572,Office Supplies,Paper,Europe,Corporate,3,34.57,0.0,103.71,25.38,21.87,7,No
ORD-5573,Fashion,Footwear,Europe,Corporate,2,240.19,0.2,384.3,40.17,44.9,7,No
ORD-5574,Office Supplies,Storage,Latin America,Corporate,2,54.68,0.2,87.49,7.4,-5.05,1,Yes
ORD-5575,Electronics,Headphones,Latin America,Corporate,3,147.98,0.1,399.55,39.56,71.74,5,Yes
ORD-5576,Fashion,Bags,Europe,Consumer,3,44.55,0.3,93.55,22.31,-17.51,6,Yes
ORD-5577,Office Supplies,Binders,North America,Corporate,5,65.08,0.3,227.78,37.73,-4.4,2,No
ORD-5578,Furniture,Chairs,Europe,Corporate,4,61.36,0.3,171.81,22.16,-22.13,6,No
ORD-5579,Furniture,Chairs,Asia Pacific,Small Business,7,349.89,0.15,2081.85,21.21,395.12,1,No
ORD-5580,Electronics,Smartphones,North America,Consumer,2,178.46,0.1,321.23,17.44,49.96,5,No
ORD-5581,Furniture,Tables,North America,Consumer,7,87.52,0.2,490.11,34.76,16.74,1,No
ORD-5582,Furniture,Chairs,Latin America,Consumer,1,169.42,0.0,169.42,44.98,4.79,8,No
ORD-5583,Electronics,Smartphones,North America,Corporate,1,846.99,0.05,804.64,16.91,228.94,2,No
ORD-5584,Fashion,Apparel,Latin America,Small Business,9,118.36,0.3,745.67,9.2,3.92,7,No
ORD-5585,Office Supplies,Paper,Asia Pacific,Consumer,10,53.6,0.3,375.2,23.67,-16.43,6,No
ORD-5586,Electronics,Laptops,Latin America,Corporate,4,330.42,0.05,1255.6,33.25,44.6,3,No
ORD-5587,Fashion,Apparel,Latin America,Consumer,8,159.72,0.0,1277.76,33.6,250.22,7,No
ORD-5588,Electronics,Smartphones,Latin America,Consumer,3,808.63,0.3,1698.12,28.83,64.38,7,No
ORD-5589,Electronics,Laptops,Latin America,Corporate,4,74.67,0.15,253.88,27.39,-13.84,1,No
ORD-5590,Office Supplies,Paper,Asia Pacific,Corporate,8,70.03,0.2,448.19,6.26,-17.82,5,No
ORD-5591,Furniture,Tables,Latin America,Consumer,3,583.95,0.0,1751.85,20.63,149.89,7,No
ORD-5592,Fashion,Watches,Latin America,Corporate,7,174.94,0.0,1224.58,20.56,236.04,6,Yes
ORD-5593,Electronics,Laptops,Asia Pacific,Small Business,3,116.92,0.0,350.76,34.43,93.72,5,No
ORD-5594,Fashion,Apparel,North America,Corporate,1,73.96,0.1,66.56,6.86,14.17,9,No
ORD-5595,Furniture,Bookcases,Europe,Small Business,2,394.8,0.05,750.12,28.12,77.2,5,No
ORD-5596,Furniture,Chairs,North America,Corporate,2,458.84,0.2,734.14,37.37,-58.89,1,No
ORD-5597,Furniture,Chairs,Asia Pacific,Consumer,7,317.19,0.1,1998.3,35.55,371.18,7,No
ORD-5598,Fashion,Footwear,Europe,Small Business,10,219.06,0.05,2081.07,17.39,127.26,1,No
ORD-5599,Electronics,Headphones,Latin America,Corporate,5,701.09,0.05,3330.18,24.62,860.9,7,No
ORD-5600,Electronics,Headphones,Latin America,Consumer,9,329.79,0.3,2077.68,35.6,138.14,3,Yes
ORD-5601,Fashion,Bags,Asia Pacific,Consumer,3,77.7,0.1,209.79,35.6,13.95,2,No
ORD-5602,Office Supplies,Binders,Latin America,Small Business,1,62.18,0.2,49.74,23.47,-10.32,7,Yes
ORD-5603,Office Supplies,Storage,Latin America,Small Business,6,62.88,0.15,320.69,35.93,13.37,1,No
ORD-5604,Fashion,Apparel,North America,Corporate,4,38.76,0.2,124.03,23.55,-7.23,5,No
ORD-5605,Furniture,Sofas,North America,Consumer,2,322.81,0.1,581.06,44.15,65.5,3,No
ORD-5606,Office Supplies,Paper,Asia Pacific,Small Business,6,57.93,0.3,243.31,12.24,-40.55,3,No
ORD-5607,Fashion,Bags,Europe,Corporate,3,149.88,0.1,404.68,44.88,31.07,7,No
ORD-5608,Electronics,Accessories,Latin America,Small Business,4,163.68,0.0,654.72,39.39,161.5,6,No
ORD-5609,Fashion,Bags,Latin America,Small Business,3,105.58,0.05,300.9,13.72,49.53,9,No
ORD-5610,Electronics,Accessories,North America,Corporate,9,829.93,0.2,5975.5,44.75,458.09,4,Yes
ORD-5611,Office Supplies,Storage,Europe,Corporate,1,31.01,0.0,31.01,32.49,-2.61,3,No
ORD-5612,Fashion,Apparel,Asia Pacific,Small Business,8,121.54,0.1,875.09,36.06,59.83,6,No
ORD-5613,Electronics,Accessories,Latin America,Corporate,6,336.07,0.05,1915.6,22.45,107.46,1,No
ORD-5614,Office Supplies,Binders,Europe,Corporate,4,69.52,0.3,194.66,38.49,-22.6,4,Yes
ORD-5615,Furniture,Tables,Europe,Corporate,2,117.47,0.0,234.94,38.44,56.08,8,No
ORD-5616,Electronics,Accessories,North America,Corporate,3,89.2,0.1,240.84,11.3,52.9,6,No
ORD-5617,Office Supplies,Pens,Europe,Consumer,6,18.18,0.0,109.08,38.42,21.5,1,No
ORD-5618,Furniture,Tables,North America,Consumer,7,597.25,0.2,3344.6,36.79,-269.72,5,Yes
ORD-5619,Fashion,Watches,Latin America,Consumer,1,120.02,0.0,120.02,39.73,8.31,1,No
ORD-5620,Electronics,Accessories,Europe,Corporate,1,803.83,0.3,562.68,5.43,-87.2,4,Yes
ORD-5621,Fashion,Bags,Europe,Corporate,5,109.77,0.05,521.41,39.11,126.71,8,No
ORD-5622,Office Supplies,Pens,Latin America,Consumer,9,5.4,0.05,46.17,43.32,-15.08,7,No
ORD-5623,Office Supplies,Storage,North America,Consumer,6,51.18,0.2,245.66,37.7,1.75,2,No
ORD-5624,Furniture,Tables,Latin America,Small Business,3,595.31,0.15,1518.04,12.21,287.37,3,No
ORD-5625,Electronics,Accessories,Europe,Corporate,1,296.68,0.2,237.34,37.68,-30.25,7,No
ORD-5626,Office Supplies,Binders,Latin America,Consumer,9,53.34,0.1,432.05,44.09,50.97,5,No
ORD-5627,Office Supplies,Paper,Latin America,Small Business,1,42.92,0.2,34.34,22.39,-4.14,7,No
ORD-5628,Fashion,Apparel,Europe,Consumer,9,27.3,0.3,171.99,41.89,-18.04,3,No
ORD-5629,Electronics,Headphones,Asia Pacific,Consumer,10,68.01,0.1,612.09,26.69,140.35,4,No
ORD-5630,Furniture,Bookcases,Europe,Consumer,4,153.59,0.05,583.64,14.79,28.02,3,No
ORD-5631,Office Supplies,Storage,North America,Consumer,10,71.36,0.05,677.92,44.57,61.21,1,No
ORD-5632,Fashion,Watches,Europe,Small Business,4,194.89,0.05,740.58,12.71,56.97,4,No
ORD-5633,Furniture,Sofas,Europe,Consumer,9,74.39,0.2,535.61,34.86,21.06,4,Yes
ORD-5634,Office Supplies,Storage,North America,Consumer,10,9.31,0.1,83.79,35.05,-5.13,3,No
ORD-5635,Electronics,Laptops,Europe,Corporate,7,210.36,0.15,1251.64,23.39,139.29,5,No
ORD-5636,Electronics,Accessories,Europe,Small Business,5,591.19,0.2,2364.76,13.13,91.7,2,No
ORD-5637,Fashion,Apparel,Europe,Consumer,8,108.78,0.3,609.17,21.03,49.41,5,No
ORD-5638,Fashion,Watches,Latin America,Consumer,3,182.77,0.2,438.65,22.03,9.22,4,Yes
ORD-5639,Furniture,Bookcases,Asia Pacific,Consumer,5,92.99,0.05,441.7,33.21,11.87,4,No
ORD-5640,Office Supplies,Paper,Asia Pacific,Consumer,5,20.74,0.05,98.51,9.01,17.35,5,No
ORD-5641,Electronics,Accessories,Latin America,Small Business,8,588.43,0.1,4236.7,23.65,1104.51,6,No
ORD-5642,Office Supplies,Binders,Europe,Consumer,9,45.89,0.3,289.11,37.75,-12.31,6,No
ORD-5643,Electronics,Laptops,North America,Corporate,9,455.47,0.0,4099.23,22.26,1020.79,4,No
ORD-5644,Furniture,Tables,Latin America,Corporate,2,253.3,0.2,405.28,42.71,-31.35,8,No
ORD-5645,Fashion,Watches,North America,Small Business,6,168.22,0.1,908.39,34.41,116.33,9,No
ORD-5646,Office Supplies,Pens,Latin America,Consumer,7,64.14,0.0,448.98,34.59,54.34,8,No
ORD-5647,Furniture,Bookcases,Asia Pacific,Consumer,6,458.04,0.0,2748.24,36.43,496.01,9,No
ORD-5648,Furniture,Bookcases,North America,Consumer,9,159.01,0.3,1001.76,36.83,77.56,7,Yes
ORD-5649,Office Supplies,Pens,Europe,Small Business,7,19.15,0.1,120.64,40.23,4.95,2,No
ORD-5650,Furniture,Tables,Europe,Corporate,2,215.24,0.2,344.38,12.0,-31.29,1,No
ORD-5651,Fashion,Footwear,Latin America,Consumer,3,117.23,0.0,351.69,15.49,100.85,6,No
ORD-5652,Electronics,Headphones,Latin America,Consumer,3,97.41,0.1,263.01,30.88,-11.02,4,No
ORD-5653,Electronics,Smartphones,Europe,Consumer,6,696.19,0.2,3341.71,29.77,-157.92,5,No
ORD-5654,Furniture,Sofas,North America,Small Business,1,286.73,0.0,286.73,42.27,17.14,8,No
ORD-5655,Office Supplies,Pens,Asia Pacific,Corporate,2,74.26,0.3,103.96,21.72,-1.73,8,No
ORD-5656,Fashion,Watches,Europe,Small Business,9,185.48,0.1,1502.39,5.41,230.04,4,No
ORD-5657,Furniture,Bookcases,Latin America,Consumer,8,506.13,0.3,2834.33,10.86,-287.23,2,Yes
ORD-5658,Furniture,Sofas,North America,Consumer,10,199.85,0.3,1398.95,8.73,-62.91,3,No
ORD-5659,Fashion,Watches,Asia Pacific,Corporate,2,230.96,0.05,438.82,23.39,63.16,7,No
ORD-5660,Fashion,Bags,North America,Corporate,4,202.76,0.2,648.83,16.69,50.68,1,No
ORD-5661,Electronics,Accessories,Asia Pacific,Corporate,2,479.97,0.15,815.95,5.79,-15.89,8,No
ORD-5662,Furniture,Tables,Asia Pacific,Small Business,3,82.24,0.05,234.38,16.48,16.65,5,No
ORD-5663,Office Supplies,Paper,Latin America,Consumer,4,25.15,0.15,85.51,36.24,0.46,9,No
ORD-5664,Office Supplies,Pens,North America,Consumer,6,70.56,0.2,338.69,19.79,-14.4,3,No
ORD-5665,Office Supplies,Pens,Europe,Consumer,9,37.54,0.3,236.5,15.65,-2.41,1,No
ORD-5666,Office Supplies,Storage,Latin America,Small Business,5,18.08,0.15,76.84,34.04,-11.83,1,No
ORD-5667,Electronics,Laptops,Latin America,Small Business,2,265.19,0.15,450.82,7.0,38.66,7,No
ORD-5668,Office Supplies,Binders,Latin America,Small Business,9,24.64,0.05,210.67,23.28,21.65,7,No
ORD-5669,Fashion,Watches,Latin America,Corporate,7,216.04,0.05,1436.67,32.18,194.98,4,No
ORD-5670,Electronics,Headphones,Asia Pacific,Small Business,2,486.74,0.2,778.78,34.86,43.87,1,Yes
ORD-5671,Fashion,Footwear,North America,Consumer,9,94.31,0.0,848.79,32.9,203.66,9,No
ORD-5672,Office Supplies,Binders,Asia Pacific,Corporate,7,7.49,0.0,52.43,14.12,2.06,5,No
ORD-5673,Furniture,Tables,North America,Corporate,8,408.09,0.3,2285.3,13.44,133.35,8,No
ORD-5674,Electronics,Laptops,Europe,Small Business,3,401.74,0.15,1024.44,41.45,120.12,2,No
ORD-5675,Fashion,Bags,Asia Pacific,Consumer,9,195.98,0.3,1234.67,28.91,66.4,7,No
ORD-5676,Fashion,Footwear,Asia Pacific,Small Business,3,181.68,0.3,381.53,29.72,14.4,8,Yes
ORD-5677,Office Supplies,Storage,North America,Small Business,5,47.83,0.05,227.19,38.14,36.43,1,No
ORD-5678,Fashion,Apparel,Latin America,Small Business,8,31.69,0.15,215.49,13.24,34.9,2,No
ORD-5679,Furniture,Chairs,Latin America,Consumer,10,373.93,0.2,2991.44,38.57,-190.05,9,No
ORD-5680,Furniture,Sofas,Asia Pacific,Consumer,4,310.37,0.15,1055.26,34.5,206.7,9,No
ORD-5681,Office Supplies,Storage,Europe,Corporate,10,26.9,0.0,269.0,13.25,66.73,9,No
ORD-5682,Furniture,Chairs,Europe,Corporate,5,431.03,0.3,1508.6,29.06,-245.15,5,No
ORD-5683,Fashion,Bags,North America,Corporate,10,65.42,0.2,523.36,18.6,26.8,4,Yes
ORD-5684,Office Supplies,Binders,Asia Pacific,Consumer,9,73.43,0.3,462.61,36.03,-6.16,4,No
ORD-5685,Electronics,Accessories,North America,Corporate,8,471.72,0.0,3773.76,20.45,677.76,5,No
ORD-5686,Electronics,Headphones,North America,Consumer,7,599.42,0.1,3776.35,40.3,576.19,3,No
ORD-5687,Electronics,Headphones,North America,Consumer,8,706.25,0.0,5650.0,24.04,1871.65,3,No
ORD-5688,Office Supplies,Paper,Latin America,Consumer,4,7.33,0.3,20.52,26.58,-11.05,2,No
ORD-5689,Furniture,Sofas,Europe,Small Business,5,509.78,0.2,2039.12,18.05,350.77,1,No
ORD-5690,Office Supplies,Binders,Latin America,Small Business,5,11.66,0.15,49.55,26.59,-6.96,2,No
ORD-5691,Fashion,Apparel,Europe,Corporate,7,113.18,0.0,792.26,27.3,165.92,1,No
ORD-5692,Electronics,Accessories,North America,Small Business,3,895.07,0.15,2282.43,12.78,459.06,5,No
ORD-5693,Furniture,Bookcases,Latin America,Small Business,3,406.64,0.1,1097.93,44.93,183.75,8,No
ORD-5694,Electronics,Laptops,North America,Small Business,5,737.04,0.3,2579.64,10.7,-303.98,6,Yes
ORD-5695,Electronics,Smartphones,Europe,Consumer,8,353.24,0.0,2825.92,12.31,915.08,8,No
ORD-5696,Electronics,Laptops,Latin America,Small Business,8,40.66,0.1,292.75,14.69,19.28,5,Yes
ORD-5697,Office Supplies,Binders,Latin America,Corporate,9,61.54,0.3,387.7,26.31,-26.54,6,No
ORD-5698,Electronics,Laptops,Latin America,Small Business,5,762.74,0.2,3050.96,26.87,-156.92,8,No
ORD-5699,Office Supplies,Storage,Latin America,Corporate,3,79.93,0.05,227.8,14.23,5.78,7,No
ORD-5700,Fashion,Watches,North America,Consumer,6,155.83,0.2,747.98,37.66,120.55,3,Yes
ORD-5701,Electronics,Headphones,Europe,Small Business,9,372.78,0.05,3187.27,43.45,595.19,3,Yes
ORD-5702,Fashion,Bags,North America,Corporate,10,156.27,0.05,1484.57,12.57,192.54,3,No
ORD-5703,Furniture,Tables,Asia Pacific,Small Business,8,527.19,0.15,3584.89,27.24,294.82,8,No
ORD-5704,Furniture,Bookcases,Latin America,Consumer,5,125.57,0.1,565.06,26.01,-2.95,5,No
ORD-5705,Furniture,Chairs,Asia Pacific,Consumer,10,345.06,0.05,3278.07,44.04,644.1,3,No
ORD-5706,Fashion,Apparel,North America,Consumer,2,90.16,0.0,180.32,31.09,34.04,8,No
ORD-5707,Furniture,Chairs,Asia Pacific,Small Business,4,520.57,0.1,1874.05,34.24,271.7,4,No
ORD-5708,Electronics,Laptops,Latin America,Corporate,3,814.97,0.2,1955.93,23.8,-148.48,9,No
ORD-5709,Fashion,Watches,Europe,Small Business,3,91.79,0.0,275.37,18.18,86.85,3,Yes
ORD-5710,Furniture,Tables,Asia Pacific,Consumer,1,367.92,0.15,312.73,44.73,5.75,2,No
ORD-5711,Office Supplies,Pens,Europe,Small Business,9,74.09,0.0,666.81,30.96,195.31,7,No
ORD-5712,Electronics,Smartphones,Latin America,Small Business,6,251.56,0.0,1509.36,22.94,278.04,2,No
ORD-5713,Fashion,Watches,Latin America,Consumer,5,216.15,0.0,1080.75,17.38,311.61,5,No
ORD-5714,Electronics,Laptops,Asia Pacific,Consumer,2,604.72,0.15,1028.02,31.42,33.95,7,No
ORD-5715,Electronics,Accessories,Latin America,Corporate,4,592.43,0.0,2369.72,24.85,800.7,1,No
ORD-5716,Electronics,Laptops,North America,Consumer,6,756.66,0.3,3177.97,38.43,-11.06,2,No
ORD-5717,Furniture,Tables,Latin America,Consumer,4,221.07,0.05,840.07,37.41,211.84,5,No
ORD-5718,Fashion,Watches,North America,Corporate,8,122.03,0.15,829.8,34.99,72.57,3,No
ORD-5719,Office Supplies,Paper,North America,Small Business,8,36.02,0.0,288.16,36.1,55.94,8,No
ORD-5720,Office Supplies,Paper,Latin America,Small Business,4,77.08,0.05,292.9,39.56,42.8,2,No
ORD-5721,Fashion,Footwear,Asia Pacific,Consumer,10,208.14,0.2,1665.12,36.79,80.86,6,No
ORD-5722,Electronics,Headphones,Latin America,Corporate,5,657.75,0.2,2631.0,20.7,41.05,2,Yes
ORD-5723,Fashion,Bags,North America,Consumer,5,27.54,0.05,130.81,40.69,17.25,5,No
ORD-5724,Office Supplies,Paper,Asia Pacific,Consumer,4,50.32,0.3,140.9,26.84,-26.5,9,Yes
ORD-5725,Furniture,Sofas,Latin America,Consumer,1,188.82,0.1,169.94,41.61,8.32,7,No
ORD-5726,Office Supplies,Paper,Latin America,Small Business,9,5.93,0.15,45.36,17.87,-1.52,6,No
ORD-5727,Fashion,Watches,Latin America,Small Business,10,71.5,0.05,679.25,33.89,76.44,7,No
ORD-5728,Electronics,Laptops,Latin America,Corporate,5,771.0,0.2,3084.0,41.32,486.17,7,No
ORD-5729,Fashion,Apparel,Europe,Consumer,2,159.88,0.2,255.81,8.71,34.01,5,Yes
ORD-5730,Furniture,Tables,Latin America,Corporate,2,111.97,0.2,179.15,16.03,-4.37,1,No
ORD-5731,Furniture,Tables,North America,Consumer,10,414.35,0.0,4143.5,16.81,833.59,3,No
ORD-5732,Office Supplies,Binders,Latin America,Small Business,1,40.7,0.1,36.63,19.53,-5.06,8,No
ORD-5733,Electronics,Laptops,Europe,Consumer,8,685.61,0.1,4936.39,20.62,89.62,6,No
ORD-5734,Office Supplies,Pens,Latin America,Corporate,7,14.92,0.15,88.77,12.19,-0.6,7,No
ORD-5735,Office Supplies,Binders,North America,Consumer,7,10.53,0.2,58.97,17.05,-9.47,8,No
ORD-5736,Electronics,Laptops,Latin America,Small Business,7,81.64,0.0,571.48,20.73,43.83,7,No
ORD-5737,Electronics,Headphones,North America,Consumer,9,802.91,0.0,7226.19,30.88,1402.63,1,No
ORD-5738,Electronics,Smartphones,Europe,Small Business,1,549.43,0.05,521.96,7.35,122.34,1,No
ORD-5739,Furniture,Chairs,Asia Pacific,Corporate,3,431.82,0.15,1101.14,35.28,110.84,6,No
ORD-5740,Electronics,Laptops,Latin America,Consumer,1,576.02,0.2,460.82,22.22,-29.2,8,No
ORD-5741,Fashion,Watches,Asia Pacific,Corporate,5,245.83,0.2,983.32,43.07,-84.25,5,No
ORD-5742,Office Supplies,Storage,Asia Pacific,Consumer,9,11.79,0.2,84.89,5.65,3.81,9,No
ORD-5743,Office Supplies,Binders,Asia Pacific,Corporate,6,34.86,0.15,177.79,11.28,-3.57,6,No
ORD-5744,Fashion,Bags,North America,Corporate,7,110.47,0.05,734.63,43.78,92.88,7,No
ORD-5745,Office Supplies,Pens,North America,Corporate,1,27.22,0.3,19.05,11.17,-5.35,7,Yes
ORD-5746,Furniture,Bookcases,North America,Corporate,9,257.19,0.0,2314.71,19.98,301.58,1,Yes
ORD-5747,Furniture,Chairs,Latin America,Corporate,2,230.66,0.0,461.32,18.87,84.17,1,No
ORD-5748,Furniture,Bookcases,Asia Pacific,Consumer,4,192.46,0.1,692.86,17.3,99.18,1,No
ORD-5749,Office Supplies,Storage,Europe,Consumer,6,57.08,0.15,291.11,28.34,2.12,8,No
ORD-5750,Electronics,Accessories,Latin America,Small Business,5,768.95,0.15,3268.04,28.23,237.13,7,No
ORD-5751,Furniture,Tables,Asia Pacific,Small Business,10,327.24,0.3,2290.68,31.82,-94.73,9,No
ORD-5752,Fashion,Apparel,Europe,Consumer,8,215.7,0.3,1207.92,8.55,-110.14,1,No
ORD-5753,Furniture,Tables,North America,Small Business,6,293.54,0.05,1673.18,13.68,445.59,3,No
ORD-5754,Fashion,Footwear,Europe,Consumer,10,249.62,0.15,2121.77,16.56,-68.63,9,No
ORD-5755,Office Supplies,Binders,Europe,Corporate,8,33.2,0.2,212.48,31.11,-14.62,8,No
ORD-5756,Furniture,Tables,Asia Pacific,Small Business,3,85.24,0.05,242.93,32.44,-1.84,2,No
ORD-5757,Electronics,Smartphones,Latin America,Small Business,4,236.04,0.05,896.95,25.65,96.66,4,No
ORD-5758,Fashion,Apparel,Europe,Small Business,1,204.93,0.15,174.19,18.26,0.83,2,No
ORD-5759,Office Supplies,Storage,Europe,Corporate,1,73.61,0.15,62.57,17.94,-0.08,2,No
ORD-5760,Furniture,Chairs,North America,Consumer,7,485.85,0.05,3230.9,13.54,258.79,7,No
ORD-5761,Furniture,Tables,Latin America,Corporate,8,312.11,0.05,2372.04,42.57,343.11,9,No
ORD-5762,Electronics,Accessories,Latin America,Corporate,8,64.32,0.15,437.38,5.14,46.4,1,No
ORD-5763,Electronics,Headphones,Asia Pacific,Consumer,10,472.94,0.1,4256.46,10.41,326.43,1,No
ORD-5764,Office Supplies,Paper,Europe,Corporate,5,6.39,0.3,22.36,39.74,-16.62,6,No
ORD-5765,Fashion,Footwear,Asia Pacific,Small Business,1,214.42,0.15,182.26,38.22,-21.9,1,No
ORD-5766,Fashion,Footwear,Asia Pacific,Small Business,7,223.68,0.1,1409.18,42.83,260.21,5,No
ORD-5767,Office Supplies,Storage,Latin America,Small Business,10,20.66,0.2,165.28,42.01,13.75,8,No
ORD-5768,Office Supplies,Paper,Asia Pacific,Small Business,9,37.04,0.2,266.69,34.6,28.82,6,Yes
ORD-5769,Office Supplies,Binders,Europe,Corporate,7,27.24,0.05,181.15,10.27,14.02,5,No
